f1,f2,robot_1,robot_2,robot_3,robot_4,robot_5,robot_6
9.492040038108826,2.8627439,"[26, 17, 0, 25, 18, 9, 6, 15]","[12, 11, 30, 24, 4, 29]","[28, 38, 7, 3, 1, 23, 33]",[],"[16, 34, 31, 39, 35, 8, 36, 2, 20]","[13, 14, 27, 37, 5, 10, 32, 19, 22, 21]"
9.504355132579803,2.860906,"[26, 17, 0, 25, 18, 4, 9, 6, 15]","[38, 28, 29]","[30, 24, 11, 12, 1]","[20, 2, 36, 8, 34, 13, 35, 31, 39, 23, 33, 3, 7]",[16],"[14, 27, 37, 5, 10, 32, 19, 22, 21]"
9.94742727279663,2.0589576,"[15, 18, 25, 0, 17, 26]","[29, 9, 12, 11, 30, 24, 4, 6]","[28, 38, 7, 3, 1, 31, 39, 23, 33]","[20, 2, 36, 8, 35]","[5, 37, 27, 14, 13, 34, 16, 10]","[32, 19, 22, 21]"
9.792236685752869,2.176178,"[15, 18, 25, 0, 17, 26]","[6, 4, 24, 30, 11, 12, 28, 38, 9, 29]","[33, 23, 39, 1, 3, 7]","[20, 2, 36, 8, 16, 34, 31, 35]","[13, 14, 27, 37, 5]","[10, 32, 19, 22, 21]"
9.733281016349792,2.2184396,"[26, 17, 0, 25, 18, 15]","[6, 4, 24, 30, 11, 12, 7, 28, 38, 9, 29]","[1, 3]","[20, 35, 31, 39, 23, 33]","[10, 2, 36, 8, 16, 34, 13, 14, 27, 37, 5]","[32, 19, 22, 21]"
9.517675161361694,2.4405043,"[26, 17, 0, 25, 18, 15]","[29, 9, 38, 28, 24, 4, 6]","[30, 11, 12]","[7, 3, 1, 33, 23, 35, 13, 34, 16, 8]","[2, 20, 21, 22, 19, 32, 10]","[39, 31, 14, 27, 37, 5, 36]"
9.509299516677856,2.860906,"[26, 17, 0, 25, 18, 9, 6, 15]",[29],"[11, 12, 28, 4, 24, 30]","[38, 7, 3, 1, 33, 23, 39, 31, 35, 20]","[2, 36, 8, 16, 34, 13]","[14, 27, 37, 5, 10, 32, 19, 22, 21]"
9.890783309936523,2.176178,"[26, 17, 0, 25, 18, 15]","[29, 9, 12, 11, 30, 24, 4, 6]","[28, 38, 7, 3, 1, 31, 39, 23, 33]","[35, 16, 8, 36, 2, 20]","[34, 13, 14, 27, 37, 5]","[10, 32, 19, 22, 21]"
9.733860611915588,2.3422184,"[26, 17, 0, 25, 18, 15]","[29, 9, 11, 30, 24, 4, 6]","[28, 38, 7]","[12, 3, 1, 33, 23, 39, 31, 35, 2, 20]","[8, 36, 16, 34, 13, 14, 27, 37, 5]","[10, 32, 19, 22, 21]"
9.751826047897339,2.290474,"[26, 17, 15]","[6, 18, 0, 25, 4, 9, 29]","[30, 24, 11, 28, 38, 7, 3, 12]","[1, 33, 23, 39, 31, 35, 2, 20]","[10, 8, 36, 16, 34, 13, 14, 27, 37, 5]","[32, 19, 22, 21]"
9.799853086471558,2.2184396,"[26, 17, 0, 25, 18, 6, 15]","[29, 9, 4, 24, 30, 11, 12, 7, 28, 38]","[1, 3]","[20, 35, 31, 39, 23, 33]","[2, 36, 8, 16, 34, 13, 14, 27, 37, 5]","[10, 32, 19, 22, 21]"
9.958615064620972,2.0589576,"[26, 17, 0, 25, 18, 15]","[6, 4, 24, 30, 11, 12, 9, 29]","[33, 23, 39, 31, 1, 3, 7, 38, 28]","[20, 2, 36, 35]","[10, 8, 16, 34, 13, 14, 27, 37, 5]","[32, 19, 22, 21]"
9.69616985321045,2.3708708,"[15, 17, 0, 26]","[6, 18, 25, 9, 29]","[30, 24, 4, 11]","[12, 3, 1, 33, 23, 39, 31, 35, 7, 28, 38, 20]","[2, 36, 8, 16, 34, 13, 14, 27, 37, 5]","[10, 32, 19, 22, 21]"
9.756719172000885,2.2252233,"[26, 17, 0, 25, 18, 6, 15]","[29, 9, 4, 24, 30, 11, 12, 28, 38]","[1, 3, 7, 31, 39, 23, 33]","[20, 2, 36, 8, 16, 34, 27, 14, 13, 35]","[37, 5, 10]","[32, 19, 22, 21]"
9.822967112064362,2.2540154,"[26, 17, 0, 25, 18, 9, 29, 15]","[6, 4]","[12, 3, 7, 38, 28, 11, 24, 30]","[20, 35, 31, 39, 23, 33, 1]","[10, 2, 36, 8, 16, 34, 13, 14, 27, 37, 5]","[32, 19, 22, 21]"
9.533143892884254,2.8627439,[15],"[6, 26, 17, 0, 25, 18, 24, 4, 9, 29]","[12, 7, 38, 28, 11, 30]","[3, 1, 33, 23, 39, 31, 35]","[20, 2, 36, 8, 34, 16]","[13, 14, 27, 37, 5, 10, 32, 19, 22, 21]"
9.524751961231232,3.1146555,"[26, 17, 0, 25, 18, 4, 6, 15]","[29, 9, 38, 34, 16]","[12, 28, 11, 24, 30]","[7, 3, 1, 33, 23, 39, 31, 35, 2, 20]",[36],"[13, 14, 27, 37, 5, 10, 32, 19, 22, 21, 8]"
9.586416006088257,2.4405043,"[15, 17, 0, 26]","[6, 18, 25, 4, 9, 29]","[12, 38, 28, 11, 24, 30]","[7, 3, 1, 33, 23, 35, 13, 34, 16, 8, 2, 20, 21]","[10, 19, 22, 32]","[39, 31, 14, 27, 37, 5, 36]"
9.56950032711029,2.860906,"[26, 17, 0, 25, 18, 15]","[29, 9, 4, 6]","[30, 24, 11, 12]","[28, 3, 1, 33, 23, 39, 31, 35, 7, 38]","[20, 2, 36, 8, 16, 34, 13]","[14, 27, 37, 5, 10, 32, 19, 22, 21]"
9.978048324584961,2.176178,"[26, 17, 0, 25, 18, 6, 15]","[12, 11, 30, 24, 4, 9, 29]","[28, 38, 7, 3, 1, 31, 39, 23, 33]","[20, 2, 36, 8, 16, 34, 35]","[13, 14, 27, 37, 5]","[10, 32, 19, 22, 21]"
9.988006830215454,2.0589576,"[26, 17, 0, 25, 18, 15]","[6, 4, 24, 30, 11, 12, 9, 29]","[28, 38, 7, 3, 1, 31, 39, 23, 33]","[20, 2, 36, 8, 16, 34, 35]","[5, 37, 27, 14, 13, 10]","[32, 19, 22, 21]"
9.931783318519592,2.2146235,"[15, 18, 25, 0, 17, 26]","[6, 4, 24, 30, 11, 12, 28, 9, 29]","[33, 23, 1, 3, 7, 38]","[35, 39, 31, 36, 2, 20]","[8, 16, 34, 13, 14, 27, 37, 5]","[10, 32, 19, 22, 21]"
9.578192353248596,2.4737656,"[15, 18, 25, 0, 17, 26]","[6, 4, 24, 30, 12, 28, 38, 9, 29]","[33, 23, 39, 31, 35, 7, 3, 1, 11]","[20, 8, 16, 36, 2]","[5, 37, 27, 14, 34, 10]","[13, 32, 19, 22, 21]"
9.80688226222992,2.2927268,"[26, 17, 0, 25, 18, 9, 29, 2, 6]","[28, 7, 3, 1, 12, 11, 30, 24, 4, 32]","[33, 23, 39, 31, 35]","[15, 20, 19]","[8, 16, 34, 13, 14, 27, 37, 5]","[38, 36, 10, 22, 21]"
9.748505473136902,2.3936315,"[26, 17, 0, 25, 18, 9, 29, 15]","[6, 4]","[30, 24, 11, 28, 38, 7, 3, 12]","[20, 2, 36, 8, 16, 35, 31, 39, 23, 33, 1]","[34, 13, 14, 27, 37, 5]","[10, 32, 19, 22, 21]"
9.542602390050888,3.545425,"[15, 26]","[6, 17, 0, 25, 18, 4, 9, 29]","[30, 24, 11, 12]","[28, 38, 8, 36, 2, 20]","[7, 3, 1, 16]","[33, 23, 39, 31, 35, 34, 13, 14, 27, 37, 5, 10, 32, 19, 22, 21]"
9.610221147537231,2.4405043,"[15, 6, 18, 25, 0, 17, 26]","[29, 9, 4, 24, 30, 11, 12, 28, 38]","[33, 23, 35, 13, 7, 3, 1]","[20, 2, 8, 34, 16, 32, 21]","[19, 22, 10]","[39, 31, 14, 27, 37, 5, 36]"
9.872035205364227,2.2540154,"[15, 18, 25, 0, 17, 26]","[6, 4, 24, 30, 11, 12, 28, 9, 29]","[38, 7, 3]","[1, 33, 23, 39, 31, 35, 20]","[10, 2, 36, 8, 16, 34, 13, 14, 27, 37, 5]","[32, 19, 22, 21]"
9.551093578338623,2.8627439,"[26, 17, 0, 25, 18, 15]","[29, 9, 4, 6]","[30, 24, 11, 28, 38, 7, 3, 1, 12]","[33, 23, 39, 31, 35]","[16, 34, 8, 36, 2, 20]","[13, 14, 27, 37, 5, 10, 32, 19, 22, 21]"
9.752897098660469,2.3966663,[15],"[26, 17, 0, 25, 18, 24, 30, 4, 9]","[12, 28, 38, 29, 6, 11]","[7, 3, 1, 33, 23, 39, 31, 35, 8, 36, 2, 20]","[16, 34, 13, 14, 27, 37, 5]","[10, 32, 19, 22, 21]"
9.844885051250458,2.2848735,"[26, 17, 0, 25, 18, 15]","[6, 4, 24, 30, 11, 28, 9, 29]","[12, 38, 7, 3, 1, 23, 33]","[20, 2, 36, 8, 16, 34, 31, 39, 35]","[13, 14, 27, 37, 5]","[10, 32, 19, 22, 21]"
10.018351674079895,2.0589576,"[26, 17, 0, 25, 18, 4, 9, 6, 15]","[2, 29, 38, 28, 11, 30, 24, 20]","[33, 23, 39, 31, 35, 34, 16, 7, 3, 1, 12]","[36, 8]","[5, 37, 27, 14, 13, 10]","[32, 19, 22, 21]"
9.585072755813599,2.860906,"[26, 17, 0, 25, 18, 24, 30, 4, 15]","[6, 11, 12, 28, 38, 9, 29]","[1, 3, 7, 35, 31, 39, 23, 33]","[2, 36, 8, 20]","[16, 34, 13]","[14, 27, 37, 5, 10, 32, 19, 22, 21]"
10.04340374469757,2.0589576,"[26, 17, 0, 25, 18, 24, 4, 6, 15]","[38, 28, 30, 9, 29]","[11, 12, 1, 3, 7, 31, 39, 23, 33]","[2, 36, 34, 16, 8, 20]","[5, 37, 27, 14, 13, 35, 10]","[32, 19, 22, 21]"
9.583722233772278,2.8627439,"[26, 17, 0, 25, 9, 29, 6, 15]","[4, 18, 24, 30, 11, 12, 7, 28, 38]","[33, 23, 39, 31, 35, 3, 1]","[20, 2]","[16, 34, 36, 8]","[13, 14, 27, 37, 5, 10, 32, 19, 22, 21]"
9.649383544921875,2.7787902,"[15, 4, 18, 25, 0, 17, 26]","[6, 38, 28, 9, 29]","[30, 24, 11, 12, 1]","[7, 3, 33, 23, 35, 13, 34, 16, 8, 2, 10, 20, 21]","[19, 22, 32]","[39, 31, 14, 27, 37, 5, 36]"
9.741480827331543,2.507586,"[26, 17, 15]","[6, 4, 18, 0, 25, 24, 30, 11, 12, 28, 9, 29]","[38, 7, 3, 1, 35, 23, 33]","[21, 2, 8, 16, 34, 13]","[10, 32, 19, 22, 20]","[39, 31, 14, 27, 37, 5, 36]"
9.572715997695923,3.0352542,"[26, 17, 0, 25, 18, 9, 6, 15]","[4, 29]","[30, 24, 11, 12]","[28, 3, 1, 33, 23, 39, 31, 35, 7, 38]","[20, 2, 36, 8, 16]","[34, 13, 14, 27, 37, 5, 10, 32, 19, 22, 21]"
9.829794526100159,2.4257789,"[15, 18, 25, 0, 17, 26]","[9, 4, 24, 6, 21]","[30, 11, 28, 38, 12]","[20, 2, 36, 8, 16, 35, 31, 39, 23, 33, 1, 3, 7]","[34, 13, 14, 27, 37, 5]","[29, 10, 32, 19, 22]"
9.748356103897095,2.4405043,"[26, 17, 0, 25, 18, 9, 6, 15]","[29, 4, 24, 30, 11, 12, 28, 38]","[1, 3, 7, 13, 35, 23, 33]","[20, 2, 8, 34, 16, 32, 21]","[19, 22, 10]","[39, 31, 14, 27, 37, 5, 36]"
9.942070245742798,2.2897432,"[15, 18, 25, 0, 17, 26]","[8, 29, 9, 6, 4, 38, 34, 16]","[12, 28, 11, 24, 30]","[7, 3, 1, 33, 23, 39, 35, 2, 20]","[36, 31, 13, 14, 27, 37, 5]","[10, 32, 19, 22, 21]"
9.870372712612152,2.290474,"[15, 6, 18, 25, 0, 17, 26]","[11, 30, 24, 4, 9, 29]","[28, 38, 7, 3, 12]","[20, 2, 35, 31, 39, 23, 33, 1]","[8, 36, 16, 34, 13, 14, 27, 37, 5]","[10, 32, 19, 22, 21]"
9.717568755149841,2.643502,"[26, 17, 0, 25, 18, 9, 29, 6, 15]","[4, 24, 30, 11, 12, 3, 7, 28, 38]","[1, 35, 31, 39, 23, 33]","[2, 36, 8, 20]","[37, 27, 14, 13, 34, 16]","[5, 10, 32, 19, 22, 21]"
9.737362086772919,2.8505955,"[26, 17, 0, 25, 18, 24, 30, 11, 4, 6, 15]","[29, 9, 38, 28, 12, 7]","[3, 1, 23, 39, 33]",[20],"[14, 13, 31, 35, 34, 16, 8, 36, 2]","[27, 37, 5, 10, 32, 19, 22, 21]"
9.882268786430359,2.3218613,"[26, 17, 0, 25, 9, 29, 6, 15]","[4, 18, 24, 30, 11, 12, 7, 28, 38]","[1, 3, 35, 31, 39, 23, 33]","[20, 8, 16, 36, 2]","[5, 37, 27, 14, 13, 34, 32, 10]","[19, 22, 21]"
9.804518580436707,2.5507216,"[15, 18, 25, 0, 17, 26]","[29, 9, 4, 6]","[11, 7, 38, 28, 24, 30]","[12, 3, 1, 33, 23, 39, 31, 35, 13, 34, 16, 8, 36, 2, 20]","[5, 37, 27, 14, 21, 32, 10]","[19, 22]"
9.897715628147125,2.2973664,"[15, 17, 0, 26]","[6, 18, 25, 4, 9, 29]","[12, 7, 38, 28, 11, 24, 30]","[3, 1, 33, 23, 39, 31, 35, 2, 20]","[8, 36, 16, 34, 13, 14, 27, 37, 5]","[10, 32, 19, 22, 21]"
9.599173754453659,2.8627439,"[15, 17, 0, 25, 26]","[29, 9, 4, 30, 24, 18, 6]","[11, 12]","[28, 3, 1, 33, 23, 39, 31, 35, 7, 38, 20]","[16, 34, 36, 2, 8]","[13, 14, 27, 37, 5, 10, 32, 19, 22, 21]"
9.693643525242805,2.860906,[15],"[29, 9, 4, 18, 25, 0, 17, 26, 6]","[12, 1, 3, 7, 38, 28, 11, 24, 30]","[20, 2, 36, 8, 16, 35, 31, 39, 23, 33]","[34, 13]","[14, 27, 37, 5, 10, 32, 19, 22, 21]"
10.045345544815063,2.0589576,"[26, 17, 0, 25, 18, 24, 30, 11, 4, 9, 29, 6, 15]","[38, 12, 28]","[1, 3, 7, 31, 39, 23, 33]","[20, 2, 36, 8, 35]","[10, 16, 34, 13, 14, 27, 37, 5]","[32, 19, 22, 21]"
9.866696238517761,2.4405043,"[26, 17, 0, 25, 18, 4, 9, 29, 6, 15]","[38, 28, 24, 30, 11, 12, 1, 3, 7]","[33, 23, 35]","[20, 2, 8, 34, 13, 16, 10, 21]","[19, 22, 32]","[39, 31, 14, 27, 37, 5, 36]"
10.069453239440918,2.0589576,"[26, 17, 0, 25, 18, 4, 9, 29, 6, 15]","[7, 12, 11, 30, 24, 28, 38]","[1, 3, 35, 31, 39, 23, 33]","[20, 8, 16, 14, 13, 34, 36, 2]","[10, 27, 37, 5]","[32, 19, 22, 21]"
9.82012403011322,2.7031498,"[15, 17, 0, 25, 26]",[],"[11, 12, 4, 9, 29, 6, 18, 24, 30]","[38, 28, 33, 23, 1, 3, 7, 34, 16, 8, 20]","[2, 35, 39, 31, 13, 14, 27, 37]","[36, 5, 10, 32, 19, 22, 21]"
9.92319118976593,2.3253224,"[26, 17, 0, 25, 18, 4, 9, 29, 6, 15]","[24, 38, 34, 16]","[30, 11, 12]","[28, 7, 3, 1, 33, 23, 39, 31, 35, 2, 20]","[10, 32, 8, 36, 13, 14, 27, 37, 5]","[19, 22, 21]"
10.045945286750793,2.176178,"[15, 17, 0, 25, 26]","[29, 9, 4, 11, 30, 24, 18, 6]","[12, 28, 38, 7, 3, 1, 39, 23, 33]","[20, 2, 36, 8, 16, 34, 31, 35]","[13, 14, 27, 37, 5]","[10, 32, 19, 22, 21]"
9.755691587924957,2.860906,"[26, 17, 0, 25, 18, 15]","[29, 9, 4, 6]","[12, 7, 38, 28, 11, 24, 30]","[3, 1, 33, 23, 39, 31, 35, 20]","[2, 36, 8, 16, 34, 13]","[14, 27, 37, 5, 10, 32, 19, 22, 21]"
9.61910343170166,3.1994283,"[15, 18, 25, 0, 17, 26]","[6, 4, 24, 30, 11, 12, 28, 38, 9, 29]",[],"[20, 8, 16, 36, 2]","[7, 3, 1, 33, 23, 39, 31]","[35, 34, 13, 14, 27, 37, 5, 10, 32, 19, 22, 21]"
9.950235426425934,2.3088083,"[15, 17, 0, 25, 26]","[29, 9, 38, 28, 30, 24, 18, 4, 6]","[12, 3, 7, 11]","[1, 33, 23, 39, 31, 35, 36, 2, 20]","[8, 16, 34, 13, 14, 27, 37, 5]","[10, 32, 19, 22, 21]"
9.687089204788208,3.0352542,"[15, 17, 0, 25, 26]","[29, 9, 18, 6]","[30, 24, 4, 11]","[12, 3, 1, 33, 23, 39, 31, 35, 7, 28, 38, 20]","[2, 36, 8, 16]","[34, 13, 14, 27, 37, 5, 10, 32, 19, 22, 21]"
9.694590389728546,2.8627439,"[26, 17, 15]","[29, 9, 18, 25, 0, 6]","[30, 24, 4, 12, 11]","[28, 3, 1, 33, 23, 39, 31, 35, 7, 38]","[16, 34, 8, 36, 2, 20]","[13, 14, 27, 37, 5, 10, 32, 19, 22, 21]"
9.816327691078186,2.8505955,"[26, 17, 0, 25, 18, 15]","[6, 9, 29]","[30, 24, 4, 28, 38, 7, 3, 1, 31, 39, 23, 33, 12, 11]","[20, 2, 36, 35]","[8, 16, 34, 13, 14]","[27, 37, 5, 10, 32, 19, 22, 21]"
9.891449689865112,2.8505955,"[15, 18, 25, 0, 17, 26]","[29, 9, 4, 6]","[30, 24, 11, 28, 38, 7, 3, 1, 12]","[20, 35, 31, 39, 23, 33]","[2, 36, 8, 16, 34, 13, 14]","[27, 37, 5, 10, 32, 19, 22, 21]"
9.710771679878235,2.8627439,"[26, 17, 0, 25, 18, 4, 9, 29, 15]","[6, 38, 34, 16]","[12, 28, 11, 24, 30]","[2, 8, 20]","[36, 7, 3, 1, 33, 23, 39, 31, 35]","[13, 14, 27, 37, 5, 10, 32, 19, 22, 21]"
9.971060752868652,2.346375,"[26, 17, 0, 25, 18, 9, 6, 15]","[29, 4, 24, 30, 11, 12, 28]","[33, 23, 1, 3, 7, 38]","[35, 39, 31, 13, 34, 16, 8, 36, 2, 20]","[27, 14, 37, 5]","[10, 32, 19, 22, 21]"
9.777451395988464,2.860906,"[26, 17, 0, 25, 18, 9, 29, 6, 15]","[4, 24, 30, 11]","[12, 28, 38, 7, 3, 1, 35, 31, 39, 23, 33]","[20, 2]","[8, 36, 16, 34, 13]","[14, 27, 37, 5, 10, 32, 19, 22, 21]"
10.07917320728302,2.176178,"[26, 17, 0, 25, 18, 9, 29, 6, 15]","[4, 24, 30, 11, 12, 3, 7, 28, 38]","[33, 23, 39, 31, 1]","[35, 16, 8, 36, 2, 20]","[34, 13, 14, 27, 37, 5]","[10, 32, 19, 22, 21]"
10.040884733200073,2.3140502,"[26, 17, 0, 25, 18, 4, 9, 29, 6, 15]","[28, 24, 30, 11, 1, 3, 7, 13]","[12, 35, 31, 39, 23, 33]","[20, 2]","[5, 37, 27, 14, 38, 36, 8, 16]","[21, 22, 19, 32, 10, 34]"
10.099988102912903,2.087852,"[26, 17, 0, 25, 18, 4, 9, 29, 6, 15]","[38, 28, 24, 30, 11, 12, 1, 3, 7]","[33, 23, 39, 31, 35]","[20, 8, 16, 14, 13, 34, 36, 2]","[10, 27, 37, 5]","[32, 19, 22, 21]"
10.062347412109375,2.2044477,"[15, 6, 18, 25, 0, 17, 26]","[8, 29, 9, 4, 38, 34, 16]","[12, 7, 28, 11, 24, 30]","[33, 23, 1, 3, 2, 20]","[35, 39, 31, 13, 14, 27, 37, 5]","[21, 22, 19, 32, 10, 36]"
10.128465056419373,2.0589576,"[26, 17, 0, 25, 18, 9, 6, 15]","[29, 4, 24, 30, 11, 12, 7, 28, 38]","[1, 3, 31, 39, 23, 33]","[35, 16, 8, 36, 2, 20]","[5, 37, 27, 14, 13, 34, 10]","[32, 19, 22, 21]"
9.698296666145325,2.9842768,"[15, 17, 0, 25, 26]","[29, 9, 38, 28, 11, 30, 24, 18, 4, 6]","[12, 1, 3, 7, 13, 35, 23, 33]","[20, 2, 39, 34, 16, 8, 10, 32, 19, 22, 21]","[36, 31, 14, 27, 37, 5]",[]
10.04917961359024,2.2848735,"[26, 17, 0, 25, 18, 24, 30, 4, 9, 29, 6, 15]","[38, 28, 11, 12, 7]","[33, 23, 1, 3]","[20, 2, 36, 8, 16, 34, 31, 39, 35]","[13, 14, 27, 37, 5]","[10, 32, 19, 22, 21]"
9.973306000232697,2.4018993,"[15, 17, 0, 26]","[6, 4, 18, 25, 24, 30, 28, 38, 9, 29]","[12, 1, 3, 7, 11]","[33, 23, 39, 31, 35, 2, 20]","[8, 36, 16, 34, 13, 14, 27, 37, 5]","[10, 32, 19, 22, 21]"
10.154108881950378,2.0589576,"[26, 17, 0, 25, 18, 6, 15]","[12, 11, 30, 24, 4, 9, 29]","[28, 38, 7, 3, 1, 39, 23, 33]","[20, 2, 36, 8, 16, 34, 31, 35]","[5, 37, 27, 14, 13, 10]","[32, 19, 22, 21]"
9.853387713432312,2.860906,"[26, 17, 0, 25, 18, 4, 15]","[16, 34, 38, 9, 29, 6]","[30, 24, 11, 12]","[28, 2, 8, 20]","[36, 7, 3, 1, 33, 23, 39, 31, 35, 13]","[14, 27, 37, 5, 10, 32, 19, 22, 21]"
10.058199048042297,2.294901,"[26, 17, 15]","[6, 18, 0, 25, 24, 30]","[11, 4, 9, 29, 12]","[28, 3, 1, 33, 23, 39, 31, 35, 7, 38, 20]","[2, 36, 8, 16, 34, 13, 14, 27, 37, 5]","[10, 32, 19, 22, 21]"
10.11883533000946,2.2146235,"[26, 17, 0, 25, 18, 6, 15]","[29, 9, 4, 24, 30, 11, 12, 28]","[38, 7, 3, 1, 23, 33]","[35, 39, 31, 36, 2, 20]","[10, 8, 16, 34, 13, 14, 27, 37, 5]","[32, 19, 22, 21]"
10.06453001499176,2.2184396,"[26, 17, 0, 25, 18, 9, 6, 15]","[12, 11, 30, 24, 4, 29]","[28, 38, 7, 3, 1]","[33, 23, 39, 31, 35, 20]","[2, 36, 8, 16, 34, 13, 14, 27, 37, 5]","[10, 32, 19, 22, 21]"
9.735961437225342,2.8627439,"[26, 17, 0, 25, 18, 9, 15]","[29, 4, 6]","[12, 28, 11, 24, 30]","[3, 1, 33, 23, 39, 31, 35, 7, 38]","[20, 2, 36, 8, 34, 16]","[13, 14, 27, 37, 5, 10, 32, 19, 22, 21]"
10.017651319503784,2.4528477,"[26, 17, 0, 25, 18, 4, 15]","[6, 9, 29]","[11, 12, 7, 28, 38, 34, 16, 2, 20, 24, 30]","[3, 1, 33, 23, 39, 31, 35, 13, 8]","[27, 14, 37, 5]","[21, 22, 19, 32, 10, 36]"
9.984763503074646,2.643502,"[26, 17, 0, 25, 18, 9, 6, 15]","[29, 4, 24, 30, 11, 12, 36, 8]","[1, 3, 7, 35, 31, 39, 23, 33]","[28, 38, 2, 20]","[37, 27, 14, 13, 34, 16]","[5, 10, 32, 19, 22, 21]"
9.982274055480957,2.8444824,"[15, 18, 25, 0, 17, 26]","[8, 29, 9, 6, 4, 38, 34, 16]","[30, 24, 11, 28, 7, 3, 12]","[1, 33, 23, 39, 31, 35, 2, 20]","[13, 14, 27]","[36, 5, 37, 10, 32, 19, 22, 21]"
10.138917684555054,2.2609081,"[26, 17, 0, 25, 18, 15]","[6, 29, 9, 4, 38, 34, 16]","[11, 12, 7, 28, 2, 24, 30]","[3, 1, 33, 23, 39, 31, 35, 20]","[8, 13, 14, 27, 37, 5]","[21, 22, 19, 32, 10, 36]"
10.107894480228424,2.284532,"[15, 6, 29, 9, 18, 25, 0, 17, 26]","[4, 24, 30, 11, 12, 28, 38]","[33, 23, 1, 3, 7]","[20, 2, 36, 8, 16, 31, 39, 35]","[34, 13, 14, 27, 37, 5]","[10, 32, 19, 22, 21]"
10.170003771781921,2.0589576,"[26, 17, 0, 25, 18, 6, 15]","[29, 9, 4, 24, 30, 11, 12, 28]","[33, 23, 39, 1, 3, 7, 38]","[20, 2, 36, 8, 16, 31, 35]","[10, 34, 13, 14, 27, 37, 5]","[32, 19, 22, 21]"
10.068180739879608,2.2848735,"[26, 17, 0, 25, 18, 9, 29, 6, 15]","[4, 24, 30, 11, 12, 28, 38]","[33, 23, 1, 3, 7]","[20, 2, 36, 8, 16, 34, 31, 39, 35]","[13, 14, 27, 37, 5]","[10, 32, 19, 22, 21]"
9.736520051956177,2.8627439,"[15, 18, 25, 0, 17, 26]","[29, 9, 11, 30, 24, 4, 6]","[12, 1, 3, 7, 38, 28]","[20, 35, 31, 39, 23, 33]","[16, 34, 36, 2, 8]","[13, 14, 27, 37, 5, 10, 32, 19, 22, 21]"
10.172302007675171,2.2044477,"[26, 17, 15]","[29, 9, 4, 25, 0, 18, 6]","[12, 38, 28, 11, 24, 30]","[20, 2, 8, 16, 34, 7, 3, 1, 23, 33]","[35, 39, 31, 13, 14, 27, 37, 5]","[21, 22, 19, 32, 10, 36]"
10.089641630649567,2.2848735,"[26, 17, 0, 25, 18, 6, 15]","[11, 30, 24, 4, 9, 29]","[33, 23, 1, 3, 7, 38, 28, 12]","[20, 2, 36, 8, 16, 34, 31, 39, 35]","[5, 37, 27, 14, 13, 10]","[32, 19, 22, 21]"
9.738394856452942,2.8627439,"[15, 6, 18, 25, 0, 17, 26]","[30, 24, 4, 9, 29]","[12, 28, 11]","[38, 7, 3, 1, 33, 23, 39, 31, 35, 2, 20]","[16, 34, 36, 8]","[13, 14, 27, 37, 5, 10, 32, 19, 22, 21]"
10.155990660190582,2.284532,"[15, 24, 18, 25, 0, 17, 26]","[29, 9, 38, 28, 30, 4, 6]","[33, 23, 1, 3, 7, 12, 11]","[20, 2, 36, 8, 16, 31, 39, 35]","[5, 37, 27, 14, 13, 34, 10]","[32, 19, 22, 21]"
10.183522462844849,2.0589576,"[26, 17, 0, 25, 18, 9, 6, 15]","[29, 4, 24, 30, 11, 12, 28, 38]","[33, 23, 39, 1, 3, 7]","[35, 31, 2, 20]","[10, 8, 36, 16, 34, 13, 14, 27, 37, 5]","[32, 19, 22, 21]"
10.105479717254639,2.643502,"[26, 17, 0, 25, 18, 15]","[29, 9, 4, 24, 6]","[30, 11, 28, 38, 7, 3, 1, 12]","[20, 2, 35, 31, 39, 23, 33]","[8, 36, 16, 34, 13, 14, 27, 37]","[21, 22, 19, 32, 10, 5]"
10.122079074382782,2.2848735,"[26, 17, 0, 25, 18, 9, 6, 15]","[29, 4, 24, 30, 28, 38]","[11, 12, 7, 3, 1, 23, 33]","[20, 2, 36, 8, 16, 34, 31, 39, 35]","[5, 37, 27, 14, 13, 10]","[32, 19, 22, 21]"
9.751059412956238,2.8627439,"[15, 17, 0, 26]","[6, 18, 25, 4, 9, 29]","[30, 24, 11, 12]","[28, 3, 1, 33, 23, 39, 31, 35, 7, 38]","[20, 2, 36, 8, 34, 16]","[13, 14, 27, 37, 5, 10, 32, 19, 22, 21]"
10.200174927711487,2.0589576,"[15, 29, 9, 18, 25, 0, 17, 26]","[6, 4, 24, 30, 11, 12, 28, 38]","[1, 3, 7, 31, 39, 23, 33]","[35, 16, 8, 36, 2, 20]","[5, 37, 27, 14, 13, 34, 10]","[32, 19, 22, 21]"
10.122548818588257,2.643502,"[26, 17, 15]","[6, 18, 0, 25, 24, 4, 9, 29]","[30, 11, 28, 38, 12]","[20, 2, 36, 8, 16, 7, 3, 1, 33, 23, 39, 31, 35]","[34, 13, 14, 27, 37]","[21, 22, 19, 32, 10, 5]"
10.19497013092041,2.348601,"[26, 17, 0, 25, 18, 4, 9, 15]","[6, 24, 30, 11, 7, 28, 38, 29]","[12, 3, 1, 33]","[20, 2, 36, 8, 16, 34, 35, 31, 39, 23]","[5, 37, 27, 14, 13, 10]","[32, 19, 22, 21]"
