f1,f2,robot_1,robot_2,robot_3,robot_4
5.731263875961304,1.9677895,"[16, 7, 10, 17]","[15, 9, 19, 14, 6, 3]","[12, 4, 18, 8, 11, 0, 5, 13]","[2, 1]"
5.5271464586257935,2.360696,[],"[15, 9, 19, 3, 16, 10, 6, 14, 7]","[12, 8, 4, 18, 17, 11]","[1, 13, 0, 5, 2]"
4.940893590450287,2.3827798,"[16, 3, 19, 9, 15, 7, 14, 6, 10, 17]",[],"[13, 1, 5, 0, 11, 8, 18, 4, 12]",[2]
4.7143614292144775,2.541654,"[6, 10, 16, 3, 19, 9, 15, 7, 14, 18, 17]",[],"[13, 5, 0, 11, 8, 4, 12]","[2, 1]"
5.921218752861023,1.6140946,"[16, 7, 10, 17]","[3, 6, 14, 19, 9, 15]","[12, 4, 18, 8, 11, 0]","[1, 13, 5, 2]"
5.9094191789627075,2.2675734,[],"[15, 9, 19, 3, 16, 10, 6, 14, 7]","[17, 18, 4, 8, 11]","[1, 13, 12, 0, 5, 2]"
5.937514305114746,1.7930299,"[16, 7, 10, 17]","[3, 6, 14, 19, 9, 15]","[5, 0, 11, 8, 18, 4, 12]","[2, 13, 1]"
5.604466915130615,2.4154286,"[10, 14, 7, 15, 9, 19, 3, 16]",[],"[12, 11, 8, 4, 18, 17, 6, 0]","[1, 13, 5, 2]"
6.104731440544128,1.7072425,"[16, 7, 10, 17]","[3, 6, 14, 19, 9, 15]","[11, 8, 18, 4, 12]","[1, 13, 0, 5, 2]"
5.386794567108154,2.4246008,[],"[15, 9, 19, 3, 16, 17, 10, 6, 14, 7]","[11, 8, 18, 4, 12]","[1, 13, 0, 5, 2]"
6.0860559940338135,2.0118277,"[7, 9, 19, 3, 16]","[10, 6, 17, 14, 15]","[13, 5, 0, 11, 8, 18, 4, 12]","[2, 1]"
5.947378396987915,2.2362874,"[14, 7, 9, 19, 16]","[3, 10, 6, 15]","[12, 8, 4, 18, 17, 11, 0, 5, 13]","[2, 1]"
6.5440778732299805,1.9677895,"[16, 7, 10, 17]","[15, 9, 19, 14, 6, 3]","[11, 8, 18, 4, 12]","[1, 13, 0, 5, 2]"
5.570631623268127,2.428094,"[16, 7, 10, 17]","[3, 6, 14, 19, 9, 15]",[],"[2, 5, 0, 11, 8, 18, 4, 12, 13, 1]"
6.086744546890259,1.969731,"[16, 15, 7, 10, 17]","[9, 19, 14, 6, 3]","[12, 4, 18, 8, 11, 0, 5, 13]","[2, 1]"
5.44441032409668,2.4356518,"[10, 14, 7, 15, 9, 19, 3, 16]",[],"[12, 11, 8, 4, 18, 17, 6, 0, 5]","[2, 13, 1]"
5.437995433807373,2.580421,[],"[7, 14, 16, 3, 19, 9, 15]","[6, 10, 17, 18, 4, 8, 11, 12]","[1, 13, 0, 5, 2]"
6.879503130912781,1.8790796,"[16, 7, 10, 17]","[3, 6, 14, 19, 9, 15]","[18, 4, 8]","[1, 13, 12, 11, 0, 5, 2]"
6.027839779853821,2.2362874,"[19, 9, 7, 14]","[3, 16, 10, 6, 15]","[12, 8, 4, 18, 17, 11, 0, 5, 13]","[2, 1]"
6.102486491203308,2.003096,"[16, 19, 9, 15, 7, 10, 17]","[14, 6, 3]","[12, 4, 18, 8, 11, 0, 5, 13]","[2, 1]"
6.555989027023315,1.969731,"[16, 15, 7, 10, 17]","[9, 19, 14, 6, 3]","[12, 4, 18, 8, 11, 0, 5]","[2, 13, 1]"
5.798248052597046,2.5757885,"[16, 3, 19, 9, 15, 7, 14, 10]",[],"[6, 17, 18, 4, 8, 11, 12]","[1, 13, 0, 5, 2]"
5.893519639968872,2.4782147,"[17, 6, 14, 7, 15, 9, 19, 3]",[],"[12, 11, 8, 4, 18, 10, 16, 0]","[1, 13, 5, 2]"
5.457894802093506,2.6303997,[],"[7, 16, 3, 19, 9, 15]","[14, 6, 10, 17, 18, 4, 8, 11, 12]","[1, 13, 0, 5, 2]"
6.997353553771973,1.9677895,"[16, 7, 10, 17]","[15, 9, 19, 14, 6, 3]","[8, 4, 18, 11]","[1, 13, 12, 0, 5, 2]"
5.883496880531311,2.4858494,[],"[7, 14, 10, 16, 3, 19, 9, 15]","[6, 17, 18, 4, 8, 11]","[1, 13, 12, 0, 5, 2]"
6.254871726036072,2.1552367,"[17, 10, 7, 15, 9, 16]","[19, 14, 6, 3]","[12, 4, 18, 8, 11, 0, 5, 13]","[2, 1]"
5.628316640853882,2.631424,[],"[15, 9, 19, 3, 16, 7]","[0, 14, 6, 10, 17, 18, 4, 8, 11, 12]","[1, 13, 5, 2]"
6.065643072128296,2.2362874,"[7, 9, 19, 3]","[16, 10, 6, 14, 15]","[12, 8, 4, 18, 17, 11, 0, 5, 13]","[2, 1]"
6.571730971336365,2.003096,"[16, 19, 9, 15, 7, 10, 17]","[14, 6, 3]","[12, 4, 18, 8, 11, 0, 5]","[2, 13, 1]"
5.458383411169052,2.8979597,"[14, 7, 9, 19, 16]",[15],"[13, 5, 0, 3, 10, 6, 17, 18, 4, 8, 11, 12]","[2, 1]"
5.87578558921814,2.6119497,"[10, 6, 7, 15, 9, 19, 3, 16]",[],"[14, 17, 18, 4, 8, 11, 12]","[1, 13, 0, 5, 2]"
6.053246378898621,2.4567573,"[16, 3, 19, 9, 7, 10]","[14, 6, 17, 18, 15]","[12, 4, 8, 11, 0, 5, 13]","[2, 1]"
6.642942428588867,1.969731,"[16, 15, 7, 10, 17]","[9, 19, 14, 6, 3]","[12, 4, 18, 8, 11, 0, 5]","[1, 13, 2]"
6.229791760444641,2.439213,[],"[15, 9, 19, 3, 16, 10, 6, 14, 7]","[17, 18, 4, 8]","[1, 13, 12, 11, 0, 5, 2]"
6.209483981132507,2.4680073,"[19, 7, 14]","[3, 16, 10, 6, 9, 15]","[13, 5, 0, 11, 17, 18, 4, 8, 12]","[2, 1]"
6.576679587364197,2.2069566,"[14, 7, 9, 19, 16]","[3, 10, 6, 15]","[12, 8, 4, 18, 17, 11, 0]","[1, 13, 5, 2]"
6.139404892921448,2.5757885,[10],"[7, 14, 16, 3, 19, 9, 15]","[6, 17, 18, 4, 8, 11, 12]","[1, 13, 0, 5, 2]"
5.841896295547485,2.6416328,"[10, 14, 7, 9, 19, 16]","[3, 6, 17, 18, 4, 8, 15]","[12, 11, 0, 5, 13]","[2, 1]"
6.3665467500686646,2.2271795,"[14, 7, 19, 16]","[3, 10, 6, 9, 15]","[12, 8, 4, 18, 17, 11, 0, 5]","[2, 13, 1]"
6.326976656913757,2.2362874,"[7, 9]","[3, 16, 10, 6, 14, 19, 15]","[12, 8, 4, 18, 17, 11, 0, 5, 13]","[2, 1]"
5.833914160728455,2.7727947,[],"[15, 9, 7, 19, 3]","[0, 14, 16, 10, 6, 17, 18, 4, 8, 11, 12]","[1, 13, 5, 2]"
6.71604585647583,1.969731,"[16, 15, 7, 10, 17]","[9, 19, 14, 6, 3]","[12, 4, 18, 8, 11, 0]","[1, 13, 5, 2]"
6.215787172317505,2.495996,"[16, 7, 10]","[15, 9, 19, 14, 17, 6, 3]","[12, 4, 18, 8, 11, 0, 5, 13]","[2, 1]"
6.824954867362976,2.0779855,"[6, 14, 19, 9, 15, 7, 17]","[3, 16, 10]","[12, 4, 18, 8, 11, 0]","[1, 13, 5, 2]"
6.240227103233337,2.439213,"[10, 6, 14, 7, 15, 9, 19, 3, 16]",[],"[17, 18, 4, 8]","[2, 5, 0, 11, 12, 13, 1]"
