f1,f2,robot_1,robot_2,robot_3,robot_4
8.03771162033081,2.5688584,"[20, 39, 36, 24, 26, 9, 4, 32, 27, 33, 21, 0, 8, 17, 11, 35, 1, 6]","[31, 22, 29]","[30, 23, 13, 38, 16, 25, 34, 12, 37]","[5, 15, 28, 19, 10, 7, 2, 14, 3, 18]"
7.840340435504913,2.5724843,"[6, 1, 35, 11, 17, 8, 0, 21, 33, 27, 32, 4, 9, 26, 24, 36, 39]","[31, 22, 20, 29]","[13, 38, 16, 25, 34, 12, 5, 37]","[30, 23, 15, 28, 19, 10, 7, 2, 14, 3, 18]"
5.975326358340681,3.0635386,"[20, 22, 39, 36, 31, 19, 26, 24, 9, 4, 17, 8, 0, 21, 33, 27, 32, 11, 35, 1, 6]","[3, 14, 2, 12, 7, 18, 5, 30, 23, 15, 28, 13, 38, 10, 16, 25, 34, 29]",[37],[]
5.630382239818573,4.5870166,"[29, 20, 22, 31, 10, 19, 30, 23, 15, 28, 13, 38, 16, 25, 34, 36, 39, 7, 26, 24, 12, 9, 4, 32, 27, 33, 21, 0, 8, 17, 11, 35, 1, 14, 6]","[2, 3]","[37, 18, 5]",[]
5.945411443710327,3.1385508,"[20, 22, 39, 36, 31, 19, 26, 24, 9, 4, 32, 27, 33, 21, 0, 8, 17, 11, 35, 1, 6]",[],[],"[5, 30, 23, 15, 28, 13, 38, 10, 16, 25, 34, 29, 3, 14, 2, 12, 7, 18, 37]"
6.937972187995911,3.0520515,"[6, 1, 35, 11, 17, 8, 0, 21, 33, 27, 32, 4, 9, 26, 24, 36, 39]","[19, 16, 25, 31, 22, 20]","[5, 37]","[30, 23, 15, 28, 13, 38, 10, 34, 29, 3, 14, 2, 12, 7, 18]"
7.390635013580322,2.9273028,"[6, 1, 35, 11, 17, 8, 0, 21, 33, 27, 32, 4, 9, 26, 24, 36, 39, 20]",[],"[37, 5, 30, 19, 31, 34, 16, 38, 15]","[23, 28, 13, 10, 25, 22, 29, 3, 14, 2, 12, 7, 18]"
5.256470679305494,4.7311974,"[29, 20, 22, 31, 10, 19, 30, 23, 15, 28, 13, 38, 16, 25, 34, 36, 39, 7, 26, 24, 12, 9, 4, 32, 27, 33, 21, 0, 8, 17, 11, 35, 1, 2, 6, 14, 3]",[],"[5, 18]",[37]
7.6733898520469666,2.793989,"[39, 36, 24, 26, 9, 4, 32, 27, 33, 21, 0, 8, 17, 11, 35, 1, 6]",[20],"[37, 5, 30, 19, 31, 22, 34, 25, 38, 15]","[23, 28, 13, 10, 16, 29, 3, 14, 2, 12, 7, 18]"
5.569473295472562,4.682249,"[29, 20, 39, 24, 26, 7, 30, 23, 15, 28, 13, 38, 19, 10, 31, 16, 25, 34, 22, 36, 12, 9, 4, 32, 27, 21, 33, 0, 8, 17, 11, 35, 1, 2, 6]","[14, 3]","[5, 18]",[37]
7.822457730770111,2.6618395,"[6, 1, 35, 11, 17, 8, 0, 21, 33, 27, 32, 4, 9, 26, 24, 36, 39]",[20],"[38, 16, 25, 34, 31, 22, 29, 5, 37]","[30, 23, 15, 28, 13, 10, 19, 7, 12, 2, 14, 3, 18]"
5.252914248965681,5.243017,"[29, 20, 39, 7, 26, 18, 5, 30, 23, 15, 28, 13, 38, 19, 10, 31, 16, 25, 34, 22, 36, 12, 24, 9, 4, 32, 27, 33, 21, 0, 8, 17, 11, 35, 1, 2, 6, 14, 3]",[],[37],[]
8.460381746292114,2.5025773,"[20, 22, 36, 39, 24, 26, 9, 4, 32, 27, 33, 21, 0, 8, 17, 11, 35, 1, 6]","[31, 16, 25, 34]","[5, 30, 15, 28, 13, 38, 19, 7, 14, 18, 37]","[23, 10, 29, 3, 2, 12]"
7.900779724121094,2.8300312,"[6, 1, 35, 11, 17, 8, 0, 21, 33, 27, 32, 4, 9, 26, 24, 36, 22, 39]","[14, 19, 31, 16, 25, 20]","[30, 15, 13, 38, 10, 34, 29, 3, 2, 12, 7, 5]","[23, 28, 18, 37]"
8.53438937664032,2.6604557,"[6, 1, 35, 11, 17, 8, 0, 21, 33, 27, 32, 4, 9, 26, 24, 36]","[20, 25, 16, 39]","[5, 19, 10, 31, 34, 3, 14, 12, 37]","[30, 23, 15, 28, 13, 38, 22, 29, 2, 7, 18]"
5.262901186943054,5.1249638,"[29, 20, 39, 36, 22, 34, 25, 16, 31, 19, 30, 23, 15, 28, 13, 38, 10, 7, 26, 24, 12, 1, 35, 11, 17, 8, 0, 21, 33, 18, 27, 32, 4, 9, 2, 6, 14, 3]",[],[],"[5, 37]"
5.931535542011261,4.7241707,"[29, 20, 22, 31, 10, 19, 30, 23, 15, 28, 13, 38, 16, 25, 34, 36, 39, 7, 26, 24, 12, 9, 4, 17, 8, 0, 21, 27, 32, 11, 35, 1, 2, 6, 14]",[3],"[5, 18, 33, 37]",[]
9.182149410247803,2.6216729,"[20, 22, 31, 36, 39, 24, 26, 9, 4, 32, 27, 33, 21, 0, 8, 17, 11, 35, 1, 6]","[25, 16, 10, 23, 7, 2, 14, 3]","[15, 28, 38, 34, 29]","[5, 30, 13, 19, 12, 18, 37]"
5.389888107776642,4.933189,"[29, 20, 22, 31, 10, 19, 30, 23, 15, 28, 13, 38, 16, 25, 34, 36, 39, 7, 26, 24, 12, 9, 4, 32, 27, 18, 33, 21, 0, 8, 17, 11, 35, 1, 2, 6, 14]",[3],"[5, 37]",[]
5.945512235164642,4.6322336,"[39, 31, 10, 19, 30, 23, 15, 28, 13, 38, 16, 25, 34, 22, 36, 7, 26, 24, 12, 1, 35, 11, 17, 8, 0, 21, 33, 27, 32, 4, 9, 2, 6, 14]","[20, 29, 3]","[37, 18, 5]",[]
6.032983303070068,3.225603,"[20, 22, 16, 31, 36, 39, 24, 26, 9, 4, 32, 27, 33, 21, 0, 8, 17, 11, 35, 1, 6]",[],[],"[5, 30, 23, 15, 28, 13, 38, 19, 10, 25, 34, 29, 3, 14, 2, 12, 7, 18, 37]"
7.477711021900177,3.0236566,"[6, 1, 35, 11, 17, 8, 0, 21, 33, 27, 32, 4, 9, 26, 24, 36, 39]",[20],"[15, 38, 31, 30, 5, 37]","[23, 28, 13, 19, 10, 16, 25, 34, 22, 29, 3, 14, 2, 12, 7, 18]"
6.188079789280891,3.1162853,"[20, 22, 39, 36, 31, 16, 19, 26, 24, 9, 4, 32, 27, 33, 21, 0, 8, 17, 11, 35, 1, 6]",[],[5],"[30, 23, 15, 28, 13, 38, 10, 25, 34, 29, 3, 14, 2, 12, 7, 18, 37]"
7.577892780303955,3.0049803,"[39, 36, 24, 26, 9, 4, 32, 27, 33, 21, 0, 8, 17, 11, 35, 1, 6]","[22, 20]","[15, 31, 19, 5, 37]","[30, 23, 28, 13, 38, 10, 16, 25, 34, 29, 3, 14, 2, 12, 7, 18]"
8.67102038860321,2.6411483,"[36, 24, 26, 9, 4, 27, 33, 21, 0, 8, 17, 11, 35, 1, 6]","[39, 19, 31, 20]","[16, 22, 29, 3, 14, 2, 32, 37]","[5, 30, 23, 15, 28, 13, 38, 25, 34, 10, 7, 12, 18]"
